4001	Error 	REMOTE_ADDR is 217.55.196.224     	2022-04-10 00:34:54 	Failed to connect to the Database -  Access denied for user 'root'@'localhost' (using password: NO)
2001	Information 	REMOTE_ADDR is 184.154.139.48     	2022-08-12 05:35:40 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.139.48     	2022-08-12 05:35:40 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.139.48     	2022-08-12 05:35:41 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.139.48     	2022-08-12 05:35:41 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-12 17:43:03 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-12 17:43:03 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-12 17:43:14 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-12 17:43:14 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-12 17:43:47 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-12 17:43:47 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-12 17:43:53 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-12 17:43:53 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.139.46     	2022-08-13 05:36:09 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.139.46     	2022-08-13 05:36:09 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-13 15:25:42 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-13 15:25:42 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-13 15:25:54 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-13 15:25:54 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-13 15:26:24 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-13 15:26:24 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-13 15:26:33 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-13 15:26:33 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 00:58:42 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 00:58:42 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 00:58:59 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 00:58:59 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 00:59:57 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 00:59:57 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 01:00:06 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 01:00:06 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-08-14 05:38:43 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-08-14 05:38:43 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-08-14 05:38:49 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-08-14 05:38:49 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 19:45:44 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 19:45:44 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 19:46:03 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 19:46:03 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 19:46:43 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 19:46:43 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 19:46:58 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-14 19:46:58 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.139.47     	2022-08-15 05:34:18 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.139.47     	2022-08-15 05:34:18 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.139.47     	2022-08-15 05:34:19 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.139.47     	2022-08-15 05:34:19 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.73.242     	2022-08-15 16:06:44 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.73.242     	2022-08-15 16:06:44 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 156.200.103.226     	2022-08-15 16:08:46 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 156.200.103.226     	2022-08-15 16:08:46 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-16 01:36:02 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-16 01:36:02 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 66.249.65.195     	2022-08-16 02:09:47 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 66.249.65.195     	2022-08-16 02:09:47 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-16 03:33:36 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-16 03:33:36 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-16 03:37:58 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-16 03:37:58 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-16 03:38:08 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-08-16 03:38:08 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-16 06:01:59 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-16 06:01:59 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-16 06:02:04 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-16 06:02:04 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 66.249.65.112     	2022-08-16 09:21:27 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 66.249.65.112     	2022-08-16 09:21:27 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-17 05:35:50 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-17 05:35:50 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.32.197     	2022-08-17 17:22:19 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.32.197     	2022-08-17 17:22:19 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-18 05:38:24 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-18 05:38:24 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-18 05:38:33 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-18 05:38:33 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-08-19 05:34:07 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-08-19 05:34:07 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.139.27     	2022-08-20 05:36:46 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.139.27     	2022-08-20 05:36:46 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 157.55.39.33     	2022-08-20 12:57:09 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 157.55.39.33     	2022-08-20 12:57:09 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-21 05:31:58 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-21 05:31:58 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-21 05:32:06 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 198.20.67.198     	2022-08-21 05:32:06 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 157.55.39.33     	2022-08-21 08:33:49 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 157.55.39.33     	2022-08-21 08:33:49 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-08-22 05:34:34 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-08-22 05:34:34 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-08-22 05:34:45 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-08-22 05:34:45 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.139.27     	2022-08-23 05:33:37 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.139.27     	2022-08-23 05:33:37 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.139.27     	2022-08-23 05:33:38 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.139.27     	2022-08-23 05:33:38 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 191.102.148.9     	2022-08-24 01:10:13 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 191.102.148.9     	2022-08-24 01:10:13 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 191.102.148.9     	2022-08-24 01:10:20 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 191.102.148.9     	2022-08-24 01:10:20 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 196.19.244.35     	2022-08-24 02:33:07 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 196.19.244.35     	2022-08-24 02:33:07 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 196.19.244.35     	2022-08-24 02:33:16 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 196.19.244.35     	2022-08-24 02:33:16 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
